"text","year","month","day","hour","created","source","favoriteCount","retweetCount","picture","exclamation","hashtag"
"We are winning and the press is refusing to report it. Don't let them fool you- get out and vote! #DrainTheSwamp on November 8th!",2016,10,24,9,2016-10-24 14:17:35,"iPhone",49494,22795,"No picture/link","Yes","Yes"
"Why has nobody asked Kaine about the horrible views emanated on WikiLeaks about Catholics? Media in the tank for Clinton but Trump will win!",2016,10,24,8,2016-10-24 13:05:36,"iPhone",37415,14815,"No picture/link","Yes","No"
"Major story that the Dems are making up phony polls in order to suppress the the Trump . We are going to WIN!",2016,10,24,7,2016-10-24 12:44:29,"Android",45016,19031,"No picture/link","Yes","No"
"Wow, just came out on secret tape that Crooked Hillary wants to take in as many Syrians as possible. We cannot let this happen - ISIS!",2016,10,24,7,2016-10-24 12:00:02,"Android",54465,25908,"No picture/link","Yes","No"
"'Clinton Ally Aided Campaign of FBI Official‚Äôs Wife' https://t.co/U0w99gfyKE",2016,10,23,21,2016-10-24 02:25:05,"iPhone",20332,12993,"Picture/link","No","No"
"'Clinton Charity Got Up To $56 Million From Nations That Are Anti-Women, Gays' #CrookedHillary
https://t.co/eHsuBdi8XM",2016,10,23,19,2016-10-24 00:07:47,"iPhone",25091,17021,"Picture/link","No","Yes"
"Thank you Naples, Florida! Get out and VOTE #TrumpPence16 on 11/8. 
Lets #MakeAmericaGreatAgain! 
Full Naples rally‚Ä¶ https://t.co/5ZbteSJ00K",2016,10,23,19,2016-10-24 00:05:36,"iPhone",26453,11094,"Picture/link","Yes","Yes"
"The attack on Mosul is turning out to be a total disaster. We gave them months of notice. U.S. is looking so dumb. VOTE TRUMP and WIN AGAIN!",2016,10,23,18,2016-10-23 23:40:14,"Android",41307,16306,"No picture/link","Yes","No"
"#CrookedHillary #PayToPlay https://t.co/BT1Nv0ZMYg",2016,10,23,14,2016-10-23 19:08:42,"iPhone",27275,16347,"Picture/link","No","Yes"
"Join me in Naples, Florida this evening at 6:00pm! Tickets: https://t.co/Oax06JVzv1 https://t.co/g9LBxI1dJ8",2016,10,23,12,2016-10-23 17:56:43,"iPhone",17206,6357,"Picture/link","Yes","No"
"Remember - get out on November 8th &amp; VOTE #TrumpPence16. It is time to #DrainTheSwamp -- this is our last chance! https://t.co/bnGcJUt7UL",2016,10,23,11,2016-10-23 16:34:32,"iPhone",24156,11463,"Picture/link","Yes","Yes"
"Former Prosecutor: The Clintons Are So Corrupt, Everything ‚ÄòThey Touch Turns To Molten Lead‚Äô 
https://t.co/5Eyfi092vn",2016,10,23,11,2016-10-23 16:30:03,"iPhone",22622,11937,"Picture/link","No","No"
"Thank you Las Vegas Review Journal! 
EDITORIAL: 'Donald Trump for president' https://t.co/uH5GH7Bhe0 via @reviewjournal",2016,10,23,11,2016-10-23 16:23:50,"iPhone",20004,9209,"Picture/link","Yes","No"
"Huma calls it a ""MESS,"" the rest of us call it CORRUPT! WikiLeaks catches Crooked in the act - again.
#DrainTheSwamp https://t.co/juvdLIJPWu",2016,10,21,10,2016-10-21 15:23:39,"iPhone",25169,14969,"Picture/link","Yes","Yes"
"Hillary &amp; Obama's Broken Promises. 
#RepealObamacare https://t.co/oz24r2xW7G",2016,10,20,17,2016-10-20 22:08:15,"iPhone",24925,13459,"Picture/link","No","Yes"
"In addition to those without health coverage- those that have disastrous #Obamacare are seeing MASSIVE PREMIUM INCR‚Ä¶ https://t.co/J7ldXmUmJm",2016,10,20,16,2016-10-20 21:59:48,"iPhone",24263,11383,"Picture/link","No","Yes"
"Crooked Hillary promised 200k jobs in NY and FAILED. We'll create 25M jobs when I'm president, and I will DELIVER! https://t.co/NgyCkEH7Xn",2016,10,20,15,2016-10-20 20:30:01,"iPhone",24806,12252,"Picture/link","Yes","No"
"Crooked took MILLIONS from oppressive ME countries. Will she give the $$$ back? Probably not. Don't forget her slog‚Ä¶ https://t.co/esLgql0Gg8",2016,10,20,15,2016-10-20 20:26:01,"iPhone",23817,12537,"Picture/link","No","No"
"'Trump won the third debate'
https://t.co/Wh52fyLNRz",2016,10,20,15,2016-10-20 20:06:18,"iPhone",26427,10755,"Picture/link","No","No"
"UPCOMING RALLIES - JOIN ME!

TOMORROW
Fletcher, NC @ 12pm. 
https://t.co/uASvA4Gd4r

SATURDAY
Cleveland, OH @ 7pm. 
https://t.co/hre7Foxqpo",2016,10,20,14,2016-10-20 19:51:59,"iPhone",13058,5744,"Picture/link","Yes","No"
"#ICYMI - OHIO RALLY!
Watch here: https://t.co/0qAjfOcu6Y https://t.co/fpShHiXI31",2016,10,20,14,2016-10-20 19:51:39,"iPhone",13345,5146,"Picture/link","Yes","Yes"
"Want access to Crooked Hillary? Don't forget - it's going to cost you!
#DrainTheSwamp #PayToPlay https://t.co/qjMBZkEnK9",2016,10,20,13,2016-10-20 18:25:34,"iPhone",29499,15285,"Picture/link","Yes","Yes"
"Thank you Delaware County, Ohio! Remember- either we WIN this election, or we are going to LOSE this country!‚Ä¶ https://t.co/ntDRTzYOqi",2016,10,20,12,2016-10-20 17:33:10,"iPhone",27144,11143,"Picture/link","Yes","No"
"If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this, we need to‚Ä¶ https://t.co/45Vyk6z18m",2016,10,20,10,2016-10-20 15:52:38,"iPhone",38372,16350,"Picture/link","Yes","No"
"Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary.",2016,10,20,9,2016-10-20 14:55:50,"Android",50324,19550,"No picture/link","Yes","No"
"Thank you America! #MAGA

Rasmussen National Poll
Donald Trump 43%
Hillary Clinton 40% https://t.co/n4eZ3qpcjg",2016,10,20,8,2016-10-20 13:27:41,"iPhone",44162,20208,"Picture/link","Yes","Yes"
"Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to‚Ä¶ https://t.co/ivdjRzL6wZ",2016,10,20,2,2016-10-20 07:14:05,"iPhone",45001,19253,"Picture/link","No","No"
"Totally dishonest Donna Brazile chokes on the truth. Highly illegal! 
Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX",2016,10,19,23,2016-10-20 04:27:27,"iPhone",35087,17661,"Picture/link","Yes","No"
"The Washington Times Presidential Debate Poll:
TRUMP 77% (18,290)
CLINTON 17% (4,100)
#DrainTheSwamp #Debate https://t.co/wsgsf5nv6H",2016,10,19,23,2016-10-20 04:18:06,"iPhone",44700,21195,"Picture/link","No","Yes"
"Join the MOVEMENT to #MAGA!
https://t.co/3KWOl2ibaW https://t.co/V84qfN4oz1",2016,10,19,23,2016-10-20 04:10:06,"iPhone",19939,9091,"Picture/link","Yes","Yes"
"Great poll - thank you America! Once we #DrainTheSwamp, together we will #MAGAÌ†ºÌ∑∫Ì†ºÌ∑∏#Debate https://t.co/SvcjmrsHKD",2016,10,19,23,2016-10-20 04:06:44,"iPhone",36359,15175,"Picture/link","Yes","Yes"
"That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!",2016,10,19,21,2016-10-20 02:59:26,"Android",71819,22355,"No picture/link","Yes","No"
"Join my team over on my Facebook page- live now! #Debates
https://t.co/vpDVQfO58A https://t.co/5v1tWzHrxq",2016,10,19,21,2016-10-20 02:51:39,"iPhone",12765,4606,"Picture/link","Yes","Yes"
"The era of division is coming to an end. We will create a new future of #AmericanUnity. First, we need to‚Ä¶ https://t.co/mZUFP24Bgh",2016,10,19,21,2016-10-20 02:47:21,"iPhone",24288,10062,"Picture/link","No","Yes"
"HILLARY'S HEALTH CARE POLICIES
#DrainTheSwamp #Debate https://t.co/t1Sr8dk2Xi",2016,10,19,21,2016-10-20 02:34:01,"iPhone",15934,7270,"Picture/link","No","Yes"
"We have to repeal &amp; replace #Obamacare! Look at what is doing to people! #DrainTheSwamp https://t.co/fsv7P11mWV",2016,10,19,21,2016-10-20 02:32:57,"iPhone",25124,15258,"Picture/link","Yes","Yes"
"The economy cannot take four more years of these same failed policies.
#BigLeagueTruth #DrainTheSwamp https://t.co/o8g2E5xXy6",2016,10,19,21,2016-10-20 02:31:07,"iPhone",16221,7802,"Picture/link","No","Yes"
"Together we can save American JOBS, American LIVES, and AMERICAN FUTURES! #Debates https://t.co/2Yfd0Omn4X",2016,10,19,21,2016-10-20 02:29:29,"iPhone",15498,6804,"Picture/link","Yes","Yes"
"I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing?
#DrainTheSwamp https://t.co/tU0iW3Gi9v",2016,10,19,21,2016-10-20 02:27:31,"iPhone",14226,6504,"Picture/link","Yes","Yes"
"#BigLeagueTruth #DrainTheSwamp https://t.co/eoBiXFPc5f",2016,10,19,21,2016-10-20 02:21:19,"iPhone",9356,4227,"Picture/link","No","Yes"
"HILLARY FAILED ALL OVER THE WORLD. #BigLeagueTruth  
‚ùåLIBYA
‚ùåSYRIA
‚ùåIRAN
‚ùåIRAQ
‚ùåASIA PIVOT
‚ùåRUSSIAN RESET
‚ùåBENGHAZI‚Ä¶ https://t.co/H1UH0svtt2",2016,10,19,21,2016-10-20 02:16:25,"iPhone",21027,11546,"Picture/link","No","Yes"
"Hillary says ""take back Mosul?"" We would have NEVER lost Mosul- if it wasn't for #CrookedHillary. #DrainTheSwamp https://t.co/TmsY0ApFLQ",2016,10,19,21,2016-10-20 02:14:29,"iPhone",16360,7558,"Picture/link","No","Yes"
"You should give the money back @HillaryClinton! #DrainTheSwamp https://t.co/m0LKHRUoHz",2016,10,19,21,2016-10-20 02:11:33,"iPhone",15961,7566,"Picture/link","Yes","Yes"
"I will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate¬† #BigLeagueTruth https://t.co/tuNQePu8Vk",2016,10,19,20,2016-10-20 01:57:00,"iPhone",15700,7166,"Picture/link","Yes","Yes"
"Brought to you by @HillaryClinton &amp; her campaign- in Chicago, Illinois. 
#BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp",2016,10,19,20,2016-10-20 01:55:42,"iPhone",16483,10783,"Picture/link","No","Yes"
".@HillaryClinton has been doing this for THIRTY YEARS....where has she been? #BigLeagueTruth",2016,10,19,20,2016-10-20 01:50:20,"iPhone",12140,4995,"No picture/link","No","Yes"
"#CrookedHillary gives Obama an ‚ÄúA‚Äù for an economic recovery that‚Äôs the slowest since WWII... #BigLeagueTruth‚Ä¶ https://t.co/wVMFHdyCu2",2016,10,19,20,2016-10-20 01:49:00,"iPhone",9344,4527,"Picture/link","No","Yes"
"THE CHOICE IS CLEAR!
#BigLeagueTruth #DrainTheSwamp https://t.co/kGx88PEpmX",2016,10,19,20,2016-10-20 01:46:54,"iPhone",12629,6280,"Picture/link","Yes","Yes"
"This is what we can expect from #CrookedHillary. More Taxes. More Spending. #BigLeageTruth #DrainTheSwamp #Debates https://t.co/5yxnt0gNUF",2016,10,19,20,2016-10-20 01:44:36,"iPhone",10858,6156,"Picture/link","No","Yes"
".@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth
#Debates https://t.co/SmjNuHi7XB",2016,10,19,20,2016-10-20 01:39:40,"iPhone",12405,6951,"Picture/link","No","Yes"
".@HillaryClinton- you have failed, failed, and failed. #BigLeagueTruth
Time to #DrainTheSwamp! https://t.co/c2EiyU8XKK",2016,10,19,20,2016-10-20 01:37:37,"iPhone",12425,6759,"Picture/link","Yes","Yes"
"Hillary‚Äôs Aides Urged Her to Take Foreign Lobbyist Donation And Deal With Attacks: https://t.co/o2qvr1myIZ",2016,10,18,13,2016-10-18 18:05:45,"iPhone",18087,11346,"Picture/link","No","No"
"If we let Crooked run the govt, history will remember 2017 as the year America lost its independence. #DrainTheSwamp https://t.co/VpYiO8CnXQ",2016,10,18,10,2016-10-18 15:36:44,"iPhone",38463,20270,"Picture/link","No","Yes"
"Pay-to-play. Collusion. Cover-ups. And now bribery? So CROOKED. I will #DrainTheSwamp. https://t.co/FNzMit7mD8",2016,10,18,10,2016-10-18 15:34:06,"iPhone",26887,15626,"Picture/link","No","Yes"
"I will Make Our Government Honest Again -- believe me. But first, I'm going to have to #DrainTheSwamp in DC. https://t.co/m1lMAQPnIb",2016,10,18,10,2016-10-18 15:33:18,"iPhone",28123,13662,"Picture/link","No","Yes"
"""@THEREALMOGUL: 41% of American voters believe the  election could be ""stolen"" from DonaldTrump due to widespread voter fraud. - Politico""",2016,10,18,6,2016-10-18 11:32:52,"Android",32817,13881,"Picture/link","No","No"
"Great night in WI. I‚Äôm going to fight for every person in this country who believes government should serve the PEO‚Ä¶ https://t.co/UIKwWNmwR7",2016,10,17,21,2016-10-18 02:07:55,"iPhone",41597,16245,"Picture/link","No","No"
"Donald J. Trump Ethics Reform Plan For Washington D.C.
https://t.co/lKzas1SqUA",2016,10,17,20,2016-10-18 01:43:34,"iPhone",22364,11430,"Picture/link","No","No"
"EXCLUSIVE: FBI Agents Say Comey ‚ÄòStood In The Way‚Äô Of Clinton Email Investigation:
https://t.co/6n63fHVvNo",2016,10,17,20,2016-10-18 01:42:15,"iPhone",25767,15885,"Picture/link","No","No"
"Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv",2016,10,17,17,2016-10-17 22:51:31,"iPhone",59658,38298,"Picture/link","Yes","No"
"Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r",2016,10,17,17,2016-10-17 22:46:12,"iPhone",19974,12031,"Picture/link","No","No"
"My wife, Melania, will be interviewed tonight at 8:00pm by Anderson Cooper on @CNN. I have no doubt she will do very well. Enjoy!",2016,10,17,17,2016-10-17 22:27:00,"iPhone",30207,7971,"No picture/link","Yes","No"
"I will sign the first bill to repeal #Obamacare and give Americans many choices and much lower rates!",2016,10,17,17,2016-10-17 22:02:11,"iPhone",38984,14705,"No picture/link","Yes","Yes"
"Trump Virginia Office Announces Statewide TV Ad Strategy and Leadership Team: https://t.co/wVJZTjY8bA https://t.co/JUBRu4mqCE",2016,10,17,16,2016-10-17 21:44:31,"iPhone",16694,7728,"Picture/link","No","No"
"Join me in Colorado Springs, Colorado tomorrow at 1:00pm! #MAGA 
Tickets: https://t.co/ktFk8RuaUK",2016,10,17,16,2016-10-17 21:38:13,"iPhone",13922,5496,"Picture/link","Yes","Yes"
"New polls are good because the media has deceived the public by putting women front and center with made-up stories and lies, and got caught",2016,10,17,14,2016-10-17 19:31:22,"Android",37323,13719,"No picture/link","No","No"
"""Journalists shower Hillary Clinton with campaign cash""
https://t.co/qZPPX0LO4X https://t.co/NsWbJN01Uu",2016,10,17,14,2016-10-17 19:23:15,"iPhone",22418,14522,"Picture/link","No","No"
"""State Department official accused of offering 'quid pro quo' in Clinton email scandal"" https://t.co/XkmcKeyRPJ",2016,10,17,14,2016-10-17 19:11:28,"iPhone",18727,11098,"Picture/link","No","No"
"Wow, new polls just came out from @CNN   Great numbers, especially after total media hit job. Leading Ohio 48 - 44.",2016,10,17,11,2016-10-17 16:12:24,"Android",37377,14173,"No picture/link","No","No"
"Voter fraud! Crooked Hillary Clinton even got the questions to a debate, and nobody says a word. Can you imagine if I got the questions?",2016,10,17,10,2016-10-17 15:24:31,"Android",47606,20183,"No picture/link","Yes","No"
"Unbelievable. https://t.co/D7kpxlQPwU",2016,10,17,10,2016-10-17 15:20:17,"iPhone",26882,14730,"Picture/link","No","No"
"WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info, but no one gets charged? RIGGED! https://t.co/FgGxDsS0a1",2016,10,17,9,2016-10-17 14:58:32,"iPhone",25542,13783,"Picture/link","Yes","No"
"We have all got to come together and win this election. We can't have four more years of Obama (or worse!).",2016,10,17,7,2016-10-17 12:35:45,"Android",48612,19104,"No picture/link","Yes","No"
"Of course there is large scale voter fraud happening on and before election day. Why do Republican leaders deny what is going on? So naive!",2016,10,17,7,2016-10-17 12:33:48,"Android",36272,14110,"No picture/link","Yes","No"
"""@RosieGray: Peter Thiel chooses now to give $1.25mil in support of Trump https://t.co/sNEEB2n2TE""",2016,10,17,7,2016-10-17 12:28:57,"Android",19361,8266,"Picture/link","No","No"
"""@PrisonPlanet: Trump accuser praised him in an email as recently as April! This is all yet another hoax. https://t.co/tcKzmIKpfS"" Terrible",2016,10,17,7,2016-10-17 12:24:47,"Android",19519,10442,"Picture/link","Yes","No"
"""@MarkSimoneNY: Watch Joe Biden's Long History Of Grabbing, Kissing and Groping Women Who Are Cringing: https://t.co/1iQCMd25Dz""",2016,10,17,7,2016-10-17 12:19:33,"Android",18536,11033,"Picture/link","No","No"
"Can't believe these totally phoney stories, 100% made up by women (many already proven false) and pushed big time by press, have impact!",2016,10,17,7,2016-10-17 12:15:50,"Android",28524,10023,"No picture/link","Yes","No"
"ALL SAFE IN ORANGE COUNTY, NORTH CAROLINA. With you all the way, will never forget. Now we have to win. Proud of you all!  @NCGOP",2016,10,16,17,2016-10-16 22:34:35,"Android",39331,14848,"No picture/link","Yes","No"
"Animals representing Hillary Clinton and Dems in North Carolina just firebombed our office in Orange County because we are winning @NCGOP",2016,10,16,17,2016-10-16 22:29:46,"Android",46172,23191,"No picture/link","No","No"
"Wow, interview released by Wikileakes shows ""quid pro quo"" in Crooked Hillary e-mail probe.Such a dishonest person - &amp; Paul Ryan does zilch!",2016,10,16,17,2016-10-16 22:15:33,"Android",33288,14624,"No picture/link","Yes","No"
"Finally, in the new ABC News/Washington Post Poll, Hillary Clinton is down 11 points with WOMEN VOTERS and the election is close at 47-43!",2016,10,16,16,2016-10-16 21:02:34,"Android",38797,14746,"No picture/link","Yes","No"
"Paul Ryan, a man who doesn't know how to win (including failed run four years ago), must start focusing on the budget, military, vets etc.",2016,10,16,15,2016-10-16 20:54:37,"Android",30885,11089,"No picture/link","No","No"
"The Democrats have a corrupt political machine pushing crooked Hillary Clinton. We have Paul Ryan, always fighting the Republican nominee!",2016,10,16,15,2016-10-16 20:47:23,"Android",33283,12579,"No picture/link","Yes","No"
"Join me in Wisconsin tomorrow or Colorado on Tuesday!
Green Bay- 6pm
https://t.co/9L917nvCBX
Colorado Springs- 1pm‚Ä¶ https://t.co/972GWZDGEp",2016,10,16,15,2016-10-16 20:13:36,"iPhone",16926,6916,"Picture/link","Yes","No"
"‚ÄúThe vast majority felt she should be prosecuted..."" -- even senior FBI officials thought Crooked was guilty. 
https://t.co/AFtDs7HVlt",2016,10,16,14,2016-10-16 19:26:11,"iPhone",27456,14224,"Picture/link","No","No"
"The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD",2016,10,16,12,2016-10-16 17:01:12,"Android",57444,21796,"No picture/link","No","No"
"We've all wondered how Hillary avoided prosecution for her email scheme. Wikileaks may have found the answer. Obama! https://t.co/xF0wv8Oa8q",2016,10,16,11,2016-10-16 16:07:58,"iPhone",35420,22040,"Picture/link","Yes","No"
"Hillary's staff thought her email scandal might just blow over. Who would trust these people with national security? https://t.co/EvBCQoZRG2",2016,10,16,11,2016-10-16 16:07:08,"iPhone",24741,13290,"Picture/link","No","No"
"A country that Crooked Hillary says has funded ISIS also gave Wild Bill $1 million for his birthday? SO CORRUPT! https://t.co/00s5tgsXrM",2016,10,16,8,2016-10-16 13:15:03,"iPhone",29773,16390,"Picture/link","Yes","No"
"They let Crooked &amp; the Gang off the hook for the crime, but it looks like the cover-up is just as bad. Unbelievable! https://t.co/eWjHoq20Dw",2016,10,16,8,2016-10-16 13:12:17,"iPhone",25212,13006,"Picture/link","Yes","No"
"Election is being rigged by the media, in a coordinated effort with the Clinton campaign, by putting stories that never happened into news!",2016,10,16,7,2016-10-16 12:31:40,"Android",46920,19242,"No picture/link","Yes","No"
"Polls close, but can you believe I lost large numbers of women voters based on made up events THAT NEVER HAPPENED. Media rigging election!",2016,10,16,6,2016-10-16 11:36:28,"Android",49207,17994,"No picture/link","Yes","No"
"Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show. Alec Baldwin portrayal stinks. Media rigging election!",2016,10,16,6,2016-10-16 11:14:00,"Android",53071,18523,"No picture/link","Yes","No"
"""@davidshiloach: @realDonaldTrump Go Mr. Trump! Israel is behind you!""",2016,10,15,19,2016-10-16 00:06:08,"Android",26369,9892,"No picture/link","Yes","No"
"Thank you for sharing Amy. https://t.co/StfzCeaQgH",2016,10,15,19,2016-10-16 00:03:33,"iPhone",21974,9531,"Picture/link","No","No"
"A great day in New Hampshire and Maine. Fantastic crowds and energy! #MAGA",2016,10,15,19,2016-10-16 00:03:06,"Android",23088,8334,"No picture/link","Yes","Yes"
"Thank you Bangor, Maine! Get out &amp; #VoteTrumpPence16 on 11/8/16- and together we will MAKE AMERICA SAFE AND GREAT A‚Ä¶ https://t.co/sUSh8v07MW",2016,10,15,18,2016-10-15 23:11:27,"iPhone",26972,11157,"Picture/link","Yes","Yes"
"The failing @nytimes reporters don't even call us anymore, they just write whatever they want to write, making up sources along the way!",2016,10,15,17,2016-10-15 22:49:18,"Android",39375,16114,"No picture/link","Yes","No"
"Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!",2016,10,15,13,2016-10-15 18:29:22,"Android",60063,20898,"No picture/link","Yes","No"
"The MOVEMENT in Portsmouth, New Hampshire w/ 7K supporters. THANK YOU! This is the biggest election of our lifetime‚Ä¶ https://t.co/4otZyjYLc2",2016,10,15,13,2016-10-15 18:11:06,"iPhone",32659,12956,"Picture/link","Yes","No"
"Paul Ryan should spend more time on balancing the budget, jobs and illegal immigration and not waste his time on fighting Republican nominee",2016,10,10,12,2016-10-10 17:22:22,"Android",81484,30330,"No picture/link","No","No"
"Thank you for all of the great comments on the debate last night. Very exciting!",2016,10,10,12,2016-10-10 17:08:21,"Android",50874,11977,"Picture/link","Yes","No"
"Thank you St. Louis, Missouri!
#MakeAmericaGreatAgain  
https://t.co/2llBltf0mE https://t.co/wBmVxf1a9D",2016,10,9,22,2016-10-10 03:39:21,"iPhone",56009,16271,"Picture/link","Yes","Yes"
"MY PRO-GROWTH Econ Plan:
‚úÖEliminate excessive regulations! 
‚úÖLean government!
‚úÖLower taxes!
#Debates¬†‚Ä¶ https://t.co/OchcnuSAgR",2016,10,9,21,2016-10-10 02:31:41,"iPhone",27148,11852,"Picture/link","Yes","Yes"
"We're going to cut taxes BIG LEAGUE for the middle class. She's raising your taxes and I'm lowering your taxes!
https://t.co/ZwIkqNH2FX",2016,10,9,20,2016-10-10 01:57:38,"iPhone",16570,5989,"Picture/link","Yes","No"
".@HillaryClinton - ITS CALLED EXTREME VETTING! #Debates2016 https://t.co/ueq7cbOg9Y",2016,10,9,20,2016-10-10 01:48:19,"iPhone",14199,7131,"Picture/link","Yes","Yes"
"ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates",2016,10,9,20,2016-10-10 01:29:45,"iPhone",35536,15106,"No picture/link","Yes","Yes"
".@mike_pence is doing a great job - so far, no contest!",2016,10,4,20,2016-10-05 01:30:39,"Android",42922,10751,"No picture/link","Yes","No"
"""@TeamTrump: .@mike_pence &amp; @realDonaldTrump are PROVEN job creators and are prepared to bring JOBS BACK to the American people!",2016,10,4,20,2016-10-05 01:29:13,"Android",16818,4686,"No picture/link","Yes","No"
"""@Jnelson52722: @realDonaldTrump @Susiesentinel Kaine looks like an evil crook out of the Batman movies""",2016,10,4,20,2016-10-05 01:28:25,"Android",28232,8999,"No picture/link","No","No"
"""@elisac006: @nycmia @realDonaldTrump I agree. Kaine looks like a fool!!""",2016,10,4,20,2016-10-05 01:26:09,"Android",19540,4874,"No picture/link","Yes","No"
"""@bigdog_joey: @realDonaldTrump @timkaine is so angry. Our @mike_pence looks great. kaine can't defend all those lies #makeamericagreatagain",2016,10,4,20,2016-10-05 01:22:08,"Android",20314,5788,"No picture/link","No","Yes"
"""@Susiesentinel: #pence is so much more likeable than Kaine #cbsnews @realDonaldTrump""",2016,10,4,20,2016-10-05 01:16:00,"Android",22365,5378,"No picture/link","No","Yes"
"""@lainey34210: @realDonaldTrump Great opening PenceÌ†ΩÌ≤ï""",2016,10,4,20,2016-10-05 01:15:22,"Android",17312,3608,"No picture/link","No","No"
"""@RoadkingL: @mike_pence Wow, Kaine couldn't go 12 seconds without a lie. Marines and military are scared of the liar running. #bengazi""",2016,10,4,20,2016-10-05 01:12:45,"Android",20745,6505,"No picture/link","No","Yes"
".@megynkelly- I am in Nevada. Sorry to inform you Kellyanne is in the audience. Better luck next time.",2016,10,4,20,2016-10-05 01:06:02,"iPhone",14124,3612,"No picture/link","No","No"
"HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2",2016,9,26,20,2016-09-27 01:33:59,"iPhone",22519,12303,"Picture/link","Yes","No"
